,u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,bearing,lanes,ref,bridge,junction,width
591,287263626,5170685825,0,65411129,False,اندیشه ۱۹,residential,30.0,140.022,"LINESTRING (59.5320566 36.3608771, 59.5333795 36.3615485)",57.8,,,,,
592,287263626,278235553,0,65411129,False,اندیشه ۱۹,residential,30.0,121.781,"LINESTRING (59.5320566 36.3608771, 59.5309121 36.3602855)",237.3,,,,,
593,287263626,5669069672,0,191350382,False,شهید حسن پور,residential,30.0,39.601,"LINESTRING (59.5320566 36.3608771, 59.5322878 36.3605735)",148.5,,,,,
594,287263626,6122357433,0,711244200,False,شهید حسن پور,residential,30.0,87.645,"LINESTRING (59.5320566 36.3608771, 59.5315333 36.3615432)",327.7,,,,,
595,287263762,278235550,0,27497695,False,اندیشه ۹,residential,30.0,114.46,"LINESTRING (59.5335523 36.3589135, 59.5324651 36.3583722)",238.3,,,,,
596,287263762,5170685826,0,27497695,False,اندیشه ۹,residential,30.0,139.6,"LINESTRING (59.5335523 36.3589135, 59.5348783 36.3595737)",58.3,,,,,
597,287263762,5669036549,0,191350382,False,شهید حسن پور,residential,30.0,36.319,"LINESTRING (59.5335523 36.3589135, 59.5333362 36.3591899)",327.8,,,,,
598,287263762,5668997441,0,191928058,False,اندیشه ۹/۳,residential,30.0,31.777,"LINESTRING (59.5335523 36.3589135, 59.5337461 36.3586741)",146.9,,,,,
599,287281321,2196461769,0,191352079,False,امامیه ۴۳,residential,30.0,66.86,"LINESTRING (59.5192364 36.3611828, 59.5186082 36.3608578)",237.3,,,,,
600,287281321,3219891262,0,191352079,False,امامیه ۴۳,residential,30.0,55.182,"LINESTRING (59.5192364 36.3611828, 59.5197549 36.361451)",57.3,,,,,
601,287281321,3219891267,0,26235533,False,ادیب ۳۱,residential,30.0,68.851,"LINESTRING (59.5192364 36.3611828, 59.5190319 36.3614372, 59.5189092 36.3615898, 59.5188186 36.3617026)",327.1,,,,,
602,287281362,4649224853,0,26235533,False,ادیب ۳۱,residential,30.0,33.853,"LINESTRING (59.5185354 36.3620552, 59.51833 36.3623108)",327.1,,,,,
603,287281362,3219891267,0,26235533,False,ادیب ۳۱,residential,30.0,46.694,"LINESTRING (59.5185354 36.3620552, 59.5188186 36.3617026)",147.1,,,,,
604,287281362,3219891268,0,26235540,False,محمدی ۴,residential,30.0,47.331,"LINESTRING (59.5185354 36.3620552, 59.5180817 36.3618368)",239.1,,,,,
605,287281379,3219891271,0,25722467,False,ادیب ۲۹,residential,30.0,53.124,"LINESTRING (59.5174512 36.3615339, 59.5171407 36.361941)",328.4,,,,,
606,287281379,3219891256,0,25722467,False,ادیب ۲۹,residential,30.0,50.794,"LINESTRING (59.5174512 36.3615339, 59.5177592 36.3611503)",147.1,,,,,
607,287281379,3219891268,0,26235540,False,محمدی ۴,residential,30.0,65.741,"LINESTRING (59.5174512 36.3615339, 59.5180817 36.3618368)",59.2,,,,,
608,287281816,280486145,0,26235545,False,,living_street,,47.914,"LINESTRING (59.5218846 36.3621046, 59.5223408 36.3623298)",58.5,,,,,
609,287281816,4649224868,0,470738133,False,,living_street,,31.472,"LINESTRING (59.5218846 36.3621046, 59.5220693 36.3618638)",148.3,,,,,
610,287281816,4649224876,0,470738133,False,,living_street,,32.435,"LINESTRING (59.5218846 36.3621046, 59.5216943 36.3623528)",328.3,,,,,
611,287282026,2636688344,0,191352066,False,ادیب ۳۲,residential,30.0,36.337,"LINESTRING (59.5174172 36.3656365, 59.5175514 36.3653281)",160.7,,,,,
612,287282026,2636688355,0,258285496,False,ادیب ۳۲/۲۰,residential,30.0,57.454,"LINESTRING (59.5174172 36.3656365, 59.5167993 36.3654972)",254.4,,,,,
613,287282026,2636688357,0,595324843,False,ادیب ۳۲/۱۵,residential,30.0,51.288,"LINESTRING (59.5174172 36.3656365, 59.5179688 36.3657608)",74.4,,,,,
614,287282090,5524511876,0,26235603,False,حسابی ۳۶,residential,30.0,68.929,"LINESTRING (59.5122295 36.3666426, 59.511818 36.3671665)",327.7,,,,,
615,287282090,5321725589,0,551028129,False,حسابی ۳۶/۲,residential,30.0,48.191,"LINESTRING (59.5122295 36.3666426, 59.5117576 36.3664342)",241.3,,,,,
616,287282090,2449870504,0,26235603,False,حسابی ۳۶,residential,30.0,169.926,"LINESTRING (59.5122295 36.3666426, 59.5127836 36.3659372, 59.513244 36.3653511)",147.7,,,,,
617,287282090,287282498,0,191352075,False,حسابی ۳۶/۱,residential,30.0,138.005,"LINESTRING (59.5122295 36.3666426, 59.5131884 36.3668712, 59.5137074 36.3669949)",73.5,,,,,
618,287282091,5524511876,0,26235603,False,حسابی ۳۶,residential,30.0,64.116,"LINESTRING (59.5114352 36.3676538, 59.511818 36.3671665)",147.7,,,,,
619,287282091,287282130,0,53609941,False,حسابی ۳۶/۳,residential,30.0,49.248,"LINESTRING (59.5114352 36.3676538, 59.5109794 36.3674059)",236.0,,,,,
620,287282091,287282131,0,551028128,False,حسابی ۳۶/۴,residential,30.0,299.688,"LINESTRING (59.5114352 36.3676538, 59.5142329 36.3691333)",56.7,,,,,
621,287282091,7221733353,0,740097311,False,رستگاری ۱۱,residential,30.0,215.937,"LINESTRING (59.5114352 36.3676538, 59.5110028 36.3682042, 59.5101649 36.3693045)",328.2,,,,,
622,287282130,287282091,0,53609941,False,حسابی ۳۶/۳,residential,30.0,49.248,"LINESTRING (59.5109794 36.3674059, 59.5114352 36.3676538)",56.0,,,,,
623,287282131,725041139,0,191352087,False,حجاب ۵۲,residential,30.0,66.522,"LINESTRING (59.5142329 36.3691333, 59.5148752 36.369434)",59.8,,,,,
624,287282131,287282091,0,551028128,False,حسابی ۳۶/۴,residential,30.0,299.688,"LINESTRING (59.5142329 36.3691333, 59.5114352 36.3676538)",236.7,,,,,
625,287282131,5524511879,0,575826934,False,,residential,,20.963,"LINESTRING (59.5142329 36.3691333, 59.5140364 36.3690308)",237.1,,,,,
626,287282131,287282271,0,26235620,False,حجاب ۴۶/۲,residential,30.0,121.163,"LINESTRING (59.5142329 36.3691333, 59.5143882 36.3688739, 59.5145084 36.3686251, 59.5145942 36.3684523, 59.5146972 36.3681137)",159.9,,,,,
627,287282131,281959793,0,26235620,False,حجاب ۴۶/۲,residential,30.0,121.87,"LINESTRING (59.5142329 36.3691333, 59.5139676 36.3694821, 59.5136844 36.3697931, 59.5134438 36.3700239)",324.5,,,,,
628,287282271,287282440,0,26235620,False,حجاب ۴۶/۲,residential,30.0,94.141,"LINESTRING (59.5146972 36.3681137, 59.5149854 36.3672995)",164.1,,,,,
629,287282271,725020646,0,191352065,False,حجاب ۴۸,residential,30.0,50.178,"LINESTRING (59.5146972 36.3681137, 59.5152336 36.3682444)",73.2,,,,,
630,287282271,287282131,0,26235620,False,حجاب ۴۶/۲,residential,30.0,121.163,"LINESTRING (59.5146972 36.3681137, 59.5145942 36.3684523, 59.5145084 36.3686251, 59.5143882 36.3688739, 59.5142329 36.3691333)",339.9,,,,,
631,287282271,287282740,0,26235695,False,,residential,30.0,124.375,"LINESTRING (59.5146972 36.3681137, 59.5141289 36.3679806, 59.5133602 36.3678104)",254.3,,,,,
632,287282439,287282440,0,26235643,False,حجاب ۴۶,residential,30.0,76.113,"LINESTRING (59.5158005 36.3674938, 59.5149854 36.3672995)",253.5,,,,,
633,287282439,725040979,0,26235643,False,حجاب ۴۶,residential,30.0,65.726,"LINESTRING (59.5158005 36.3674938, 59.5165044 36.3676615)",73.5,,,,,
634,287282439,2449870537,0,26235680,False,حسابی ۴۰,residential,30.0,137.965,"LINESTRING (59.5158005 36.3674938, 59.5161477 36.3665448, 59.516235 36.3663034)",163.6,,,,,
635,287282440,287282271,0,26235620,False,حجاب ۴۶/۲,residential,30.0,94.141,"LINESTRING (59.5149854 36.3672995, 59.5146972 36.3681137)",344.1,,,,,
636,287282440,287282439,0,26235643,False,حجاب ۴۶,residential,30.0,76.113,"LINESTRING (59.5149854 36.3672995, 59.5158005 36.3674938)",73.5,,,,,
637,287282440,287282498,0,191352075,False,حسابی ۳۶/۱,residential,30.0,119.337,"LINESTRING (59.5149854 36.3672995, 59.5137074 36.3669949)",253.5,,,,,
638,287282498,2449870515,0,26235653,False,حسابی ۳۸,residential,30.0,137.73,"LINESTRING (59.5137074 36.3669949, 59.5141608 36.3658113)",162.9,,,,,
639,287282498,287282440,0,191352075,False,حسابی ۳۶/۱,residential,30.0,119.337,"LINESTRING (59.5137074 36.3669949, 59.5149854 36.3672995)",73.5,,,,,
640,287282498,287282090,0,191352075,False,حسابی ۳۶/۱,residential,30.0,138.005,"LINESTRING (59.5137074 36.3669949, 59.5131884 36.3668712, 59.5122295 36.3666426)",253.5,,,,,
641,287282740,287282271,0,26235695,False,,residential,30.0,124.375,"LINESTRING (59.5133602 36.3678104, 59.5141289 36.3679806, 59.5146972 36.3681137)",74.3,,,,,
642,287283102,281959201,0,25850090,True,بولوار رستگاری,tertiary,40.0,104.211,"LINESTRING (59.5123963 36.3710984, 59.5131802 36.3715055, 59.5132534 36.3715248, 59.5133295 36.3715343, 59.5134066 36.3715339)",61.8,2,,,,12.0
643,287283102,281959793,0,26235620,False,حجاب ۴۶/۲,residential,30.0,151.897,"LINESTRING (59.5123963 36.3710984, 59.5130407 36.3704289, 59.5134438 36.3700239)",141.9,,,,,
644,287283239,278776905,0,26235726,False,حجاب ۷۳,residential,30.0,137.764,"LINESTRING (59.5171014 36.3699966, 59.5155889 36.3697691)",259.4,,,,,
645,287283239,287283326,0,26235778,False,حجاب ۶۹/۲,residential,30.0,156.045,"LINESTRING (59.5171014 36.3699966, 59.5180617 36.3688255)",146.6,,,,,
646,287283239,7221723424,0,191352071,False,اندیشه ۶۰,residential,30.0,128.875,"LINESTRING (59.5171014 36.3699966, 59.5185176 36.3702038)",79.7,,,,,
647,287283239,287283845,0,595376702,False,حجاب ۷۵/۱,residential,30.0,95.255,"LINESTRING (59.5171014 36.3699966, 59.5165143 36.370711)",326.5,,,,,
648,287283240,6479833696,0,191352071,False,اندیشه ۶۰,residential,30.0,37.475,"LINESTRING (59.5191362 36.3702943, 59.519548 36.3703546)",79.7,,,,,
649,287283240,7221723424,0,191352071,False,اندیشه ۶۰,residential,30.0,56.293,"LINESTRING (59.5191362 36.3702943, 59.5185176 36.3702038)",259.7,,,,,
650,287283240,7041648097,0,753671752,False,,residential,,130.136,"LINESTRING (59.5191362 36.3702943, 59.5194411 36.3692996, 59.5196182 36.3693299)",158.1,,,,,
651,287283326,287283512,0,26235746,False,,residential,30.0,122.662,"LINESTRING (59.5180617 36.3688255, 59.5193663 36.3691622)",72.2,,,,,
652,287283326,287283239,0,26235778,False,حجاب ۶۹/۲,residential,30.0,156.045,"LINESTRING (59.5180617 36.3688255, 59.5171014 36.3699966)",326.6,,,,,
653,287283326,287283433,0,26235778,False,حجاب ۶۹/۲,residential,30.0,90.856,"LINESTRING (59.5180617 36.3688255, 59.5186633 36.3681675)",143.6,,,,,
654,287283326,287283509,0,26235746,False,,residential,30.0,112.94,"LINESTRING (59.5180617 36.3688255, 59.5177442 36.3686459, 59.5182435 36.3680689)",169.0,,,,,
655,287283433,287283448,0,26235741,False,حجاب ۶۹,residential,30.0,83.907,"LINESTRING (59.5186633 36.3681675, 59.5195629 36.3683789)",73.7,,,,,
656,287283433,287283509,0,26235741,False,حجاب ۶۹,residential,30.0,39.154,"LINESTRING (59.5186633 36.3681675, 59.5182435 36.3680689)",253.7,,,,,
657,287283433,287283326,0,26235778,False,حجاب ۶۹/۲,residential,30.0,90.856,"LINESTRING (59.5186633 36.3681675, 59.5180617 36.3688255)",323.6,,,,,
658,287283448,7041648096,0,26235741,False,حجاب ۶۹,residential,30.0,34.338,"LINESTRING (59.5195629 36.3683789, 59.5199312 36.368465)",73.8,,,,,
659,287283448,287283433,0,26235741,False,حجاب ۶۹,residential,30.0,83.907,"LINESTRING (59.5195629 36.3683789, 59.5186633 36.3681675)",253.7,,,,,
660,287283448,2449870651,0,26235753,False,,living_street,,27.876,"LINESTRING (59.5195629 36.3683789, 59.5196611 36.368141)",161.6,,,,,
661,287283509,287283433,0,26235741,False,حجاب ۶۹,residential,30.0,39.154,"LINESTRING (59.5182435 36.3680689, 59.5186633 36.3681675)",73.7,,,,,
662,287283509,278776904,0,26235741,False,حجاب ۶۹,residential,30.0,100.325,"LINESTRING (59.5182435 36.3680689, 59.5171679 36.3678161)",253.7,,,,,
663,287283509,287283326,0,26235746,False,,residential,30.0,112.94,"LINESTRING (59.5182435 36.3680689, 59.5177442 36.3686459, 59.5180617 36.3688255)",349.0,,,,,
664,287283512,287283326,0,26235746,False,,residential,30.0,122.662,"LINESTRING (59.5193663 36.3691622, 59.5180617 36.3688255)",252.2,,,,,
665,287283606,2449870594,0,26235753,False,,living_street,,18.07,"LINESTRING (59.5200517 36.3671952, 59.519988 36.3673494)",341.6,,,,,
666,287283645,6479831178,0,26235763,False,,residential,30.0,35.837,"LINESTRING (59.5221833 36.3689473, 59.5223155 36.3686431)",160.7,,,,,
667,287283645,278235190,0,191352072,False,اندیشه ۵۶,residential,30.0,121.072,"LINESTRING (59.5221833 36.3689473, 59.5234563 36.3693145)",70.3,,,,,
668,287283645,283350263,0,191352072,False,اندیشه ۵۶,residential,30.0,85.669,"LINESTRING (59.5221833 36.3689473, 59.5212511 36.3687737)",257.0,,,,,
669,287283752,6479831178,0,26235763,False,,residential,30.0,33.154,"LINESTRING (59.5224379 36.3683617, 59.5223155 36.3686431)",340.7,,,,,
670,287283752,6479831176,0,690621599,False,اندیشه ۵۴,residential,,86.316,"LINESTRING (59.5224379 36.3683617, 59.5233703 36.3685589)",75.3,,,,,
671,287283752,6479831180,0,690621599,False,اندیشه ۵۴,residential,,36.701,"LINESTRING (59.5224379 36.3683617, 59.5220426 36.3682744)",254.7,,,,,
672,287283780,283350679,0,26235765,False,حجاب ۷۵/۳,residential,30.0,120.024,"LINESTRING (59.5181378 36.3709662, 59.5179008 36.3720286)",349.8,,,,,
673,287283780,7221723423,0,26235769,False,,residential,30.0,18.272,"LINESTRING (59.5181378 36.3709662, 59.5183381 36.3709977)",78.9,,,,,
674,287283780,287283845,0,26235769,False,,residential,30.0,148.102,"LINESTRING (59.5181378 36.3709662, 59.5165143 36.370711)",259.0,,,,,
675,287283845,287283780,0,26235769,False,,residential,30.0,148.102,"LINESTRING (59.5165143 36.370711, 59.5181378 36.3709662)",79.0,,,,,
676,287283845,283350684,0,595376702,False,حجاب ۷۵/۱,residential,30.0,88.738,"LINESTRING (59.5165143 36.370711, 59.5159647 36.3713751)",326.3,,,,,
677,287283845,287283239,0,595376702,False,حجاب ۷۵/۱,residential,30.0,95.255,"LINESTRING (59.5165143 36.370711, 59.5171014 36.3699966)",146.5,,,,,
678,287283846,7221723423,0,26235769,False,,residential,30.0,148.082,"LINESTRING (59.5199614 36.3712528, 59.5183381 36.3709977)",259.0,,,,,
679,287283846,6479833698,0,595376703,False,حجاب ۷۵/۵,residential,30.0,33.907,"LINESTRING (59.5199614 36.3712528, 59.520166 36.3709962)",147.3,,,,,
680,287283846,6479833694,0,595376703,False,حجاب ۷۵/۵,residential,30.0,64.505,"LINESTRING (59.5199614 36.3712528, 59.519691 36.3715918, 59.5195806 36.3717451)",328.1,,,,,
681,287283985,283350684,0,595376704,False,حجاب ۷۵/۲,residential,30.0,92.82,"LINESTRING (59.5154028 36.3720766, 59.5159647 36.3713751)",147.2,,,,,
682,287283985,2449870880,0,26235782,False,,residential,30.0,96.442,"LINESTRING (59.5154028 36.3720766, 59.5151919 36.3719681, 59.5144918 36.3716138)",237.8,,,,,
683,287283985,668278662,0,26235782,False,,residential,30.0,213.87,"LINESTRING (59.5154028 36.3720766, 59.5159019 36.3723335, 59.5165845 36.3726848, 59.5174155 36.3731125)",57.4,,,,,
684,287284768,2449871389,0,191352067,False,حجاب ۹۳,residential,30.0,108.565,"LINESTRING (59.5102802 36.3768502, 59.5113234 36.377348)",59.3,,,,,
685,287284768,595594260,0,26235811,True,بولوار حجاب,secondary,50.0,124.78900000000002,"LINESTRING (59.5102802 36.3768502, 59.5099604 36.3773872, 59.5097923 36.3776752, 59.5097624 36.3777772, 59.5097568 36.3778808)",337.8,,,,,
686,287285176,287285686,0,26235859,False,,residential,30.0,79.811,"LINESTRING (59.5141036 36.378676, 59.5145758 36.3780672)",148.0,,,,,
687,287285176,287288049,0,191352067,False,حجاب ۹۳,residential,30.0,149.543,"LINESTRING (59.5141036 36.378676, 59.512667 36.3779898)",239.3,,,,,
688,287285176,278235183,0,191352070,False,اندیشه ۷۸,residential,30.0,144.853,"LINESTRING (59.5141036 36.378676, 59.5154811 36.3793594)",58.4,,,,,
689,287285411,2449871278,0,26235845,False,۸۷/۲ حجاب,residential,30.0,74.375,"LINESTRING (59.5114738 36.3774198, 59.5118168 36.3768106)",155.6,,,,,
690,287285411,2449871389,0,191352067,False,حجاب ۹۳,residential,30.0,15.654,"LINESTRING (59.5114738 36.3774198, 59.5113234 36.377348)",239.3,,,,,
691,287285411,287288049,0,191352067,False,حجاب ۹۳,residential,30.0,124.21,"LINESTRING (59.5114738 36.3774198, 59.512667 36.3779898)",59.3,,,,,
692,287285412,683855357,0,26235845,False,۸۷/۲ حجاب,residential,30.0,42.598,"LINESTRING (59.5120912 36.3762185, 59.512226 36.3758511)",163.5,,,,,
693,287285412,5501798625,0,26235845,False,۸۷/۲ حجاب,residential,30.0,33.966,"LINESTRING (59.5120912 36.3762185, 59.5119586 36.3765047)",339.5,,,,,
694,287285412,287287189,0,237038616,False,,residential,30.0,140.201,"LINESTRING (59.5120912 36.3762185, 59.5134269 36.3768767)",58.5,,,,,
695,287285413,683855357,0,26235845,False,۸۷/۲ حجاب,residential,30.0,65.51,"LINESTRING (59.5124379 36.3752872, 59.512226 36.3758511)",343.2,,,,,
696,287285413,5501771729,0,52613546,False,۸۷/۱,residential,30.0,31.028,"LINESTRING (59.5124379 36.3752872, 59.5125268 36.3750175)",165.1,,,,,
697,287285413,5501798630,0,237038782,False,حجاب ۸۷,residential,30.0,64.32,"LINESTRING (59.5124379 36.3752872, 59.5130407 36.3756019)",57.0,,,,,
698,287285413,5501771725,0,237038782,False,حجاب ۸۷,residential,30.0,27.292,"LINESTRING (59.5124379 36.3752872, 59.5121821 36.3751537)",237.0,,,,,
699,287285543,287286964,0,191352074,False,۸۵/۱,residential,30.0,115.404,"LINESTRING (59.5144159 36.3728422, 59.5135278 36.3735944)",316.4,,,,,
700,287285543,2449870997,0,237038768,False,,residential,30.0,68.499,"LINESTRING (59.5144159 36.3728422, 59.5137736 36.3725075)",237.1,,,,,
701,287285543,287285544,0,237038768,False,,residential,30.0,246.00600000000003,"LINESTRING (59.5144159 36.3728422, 59.5144678 36.3728692, 59.5151751 36.3732378, 59.5158529 36.3735909, 59.5167228 36.3740441)",57.1,,,,,
702,287285544,727710231,0,52613550,False,,residential,30.0,45.242,"LINESTRING (59.5167228 36.3740441, 59.5170054 36.3737068)",146.0,,,,,
703,287285544,287285555,0,191352211,False,۸۷/۵,residential,30.0,149.33499999999998,"LINESTRING (59.5167228 36.3740441, 59.5168649 36.374199, 59.5169667 36.3743723, 59.5170224 36.3745588, 59.5170298 36.3747504, 59.5169884 36.3749392, 59.5169001 36.3751173, 59.5167685 36.3752771)",1.7,,,,,
704,287285544,287285543,0,237038768,False,,residential,30.0,246.006,"LINESTRING (59.5167228 36.3740441, 59.5158529 36.3735909, 59.5151751 36.3732378, 59.5144678 36.3728692, 59.5144159 36.3728422)",237.1,,,,,
705,287285555,6215806517,0,191352211,False,۸۷/۵,residential,30.0,41.701,"LINESTRING (59.5167685 36.3752771, 59.5165291 36.3755988)",329.1,,,,,
706,287285555,278235187,0,191352077,False,اندیشه ۶۸,tertiary,30.0,144.91899999999998,"LINESTRING (59.5167685 36.3752771, 59.5174029 36.3756002, 59.5181365 36.3759738)",57.7,,,,,
707,287285555,287286964,0,191352085,False,حجاب ۸۵,tertiary,30.0,345.23900000000003,"LINESTRING (59.5167685 36.3752771, 59.5153273 36.3745288, 59.5135278 36.3735944)",237.2,,,,,
708,287285555,287285544,0,191352211,False,۸۷/۵,residential,30.0,149.335,"LINESTRING (59.5167685 36.3752771, 59.5169001 36.3751173, 59.5169884 36.3749392, 59.5170298 36.3747504, 59.5170224 36.3745588, 59.5169667 36.3743723, 59.5168649 36.374199, 59.5167228 36.3740441)",181.7,,,,,
709,287285663,287287245,0,26235859,False,,residential,30.0,82.012,"LINESTRING (59.5154986 36.376877, 59.5150134 36.3775026)",328.0,,,,,
710,287285663,287285818,0,191352089,False,اندیشه ۷۲,residential,30.0,147.637,"LINESTRING (59.5154986 36.376877, 59.5168868 36.3775937)",57.3,,,,,
