,u,v,key,osmid,oneway,lanes,highway,maxspeed,length,bearing,name,bridge,geometry,width,ref,tunnel,junction
138,266626904,266626905,0,612304105,False,,residential,30,117.591,10.9,حر ۹۰  + شهید ظفری,,"LINESTRING (59.7198238 36.2523553, 59.7200727 36.2533936)",,,,
139,266626904,266626896,0,24518402,False,,residential,30,203.41700000000003,205.8,حر ۹۰  + شهید ظفری,,"LINESTRING (59.7198238 36.2523553, 59.7197122 36.2518847, 59.7196522 36.2517462, 59.7195492 36.2514417, 59.7194033 36.2511787, 59.7193088 36.2510748, 59.7190599 36.250888, 59.7188711 36.2507634)",,,,
140,266626904,2639744611,0,"[612304106, 596875788]",False,,residential,30,328.64200000000005,180.8,"['ظفری ۳۱ + درکی ۳۶', 'حر ۹۸ + خیابان امام خمینی + شهید درکی']",,"LINESTRING (59.7198238 36.2523553, 59.7202734 36.2522167, 59.7207613 36.2518495, 59.7205092 36.2514955, 59.719997 36.2503086, 59.7197842 36.2499873)",,,,
141,266626904,2639744463,0,"[612304107, 258641926]",False,,residential,30,297.272,285.4,"['ظفری ۲۴', 'درکی ۳۶']",,"LINESTRING (59.7198238 36.2523553, 59.7190212 36.2525577, 59.7182813 36.2528855, 59.7178016 36.2534035, 59.7172098 36.2529361)",,,,
142,266626905,266626904,0,612304105,False,,residential,30,117.591,190.9,حر ۹۰  + شهید ظفری,,"LINESTRING (59.7200727 36.2533936, 59.7198238 36.2523553)",,,,
143,266628189,266628190,0,24518562,False,,tertiary,40,48.627,11.5,کشاورز - حر ۱۹,,"LINESTRING (59.6701738 36.2551159, 59.6702821 36.2555444)",,,,
144,266628189,2184576259,0,24518562,False,,tertiary,40,48.978,194.4,کشاورز - حر ۱۹,,"LINESTRING (59.6701738 36.2551159, 59.6700378 36.2546893)",,,,
145,266628189,2184576301,0,208136608,False,,residential,30,298.36,303.7,کوچه یوسفی,,"LINESTRING (59.6701738 36.2551159, 59.6700818 36.2551368, 59.6683192 36.256076, 59.6675789 36.2565239, 59.6674102 36.2566007)",,,,
146,266628190,266628189,0,24518562,False,,tertiary,40,48.627,191.5,کشاورز - حر ۱۹,,"LINESTRING (59.6702821 36.2555444, 59.6701738 36.2551159)",,,,
147,266628190,266628192,0,24518562,False,,tertiary,40,110.837,17.4,کشاورز - حر ۱۹,,"LINESTRING (59.6702821 36.2555444, 59.6704194 36.2560286, 59.670651 36.2564925)",,,,
148,266628190,2184576286,0,208136565,False,,residential,30,125.495,301.9,دهنوی ۴۱,,"LINESTRING (59.6702821 36.2555444, 59.6701743 36.2555773, 59.669096 36.2561399)",,,,
149,266628192,5703940093,0,24518562,False,,tertiary,40,60.133,24.2,کشاورز - حر ۱۹,,"LINESTRING (59.670651 36.2564925, 59.6707534 36.2566893, 59.6708786 36.25693, 59.670925 36.2569848)",,,,
150,266628192,266628190,0,24518562,False,,tertiary,40,110.837,197.4,کشاورز - حر ۱۹,,"LINESTRING (59.670651 36.2564925, 59.6704194 36.2560286, 59.6702821 36.2555444)",,,,
151,266628192,2184576297,0,208136514,False,,residential,30,71.212,274.7,,,"LINESTRING (59.670651 36.2564925, 59.6699757 36.256501, 59.6698694 36.2565438)",,,,
152,266628193,2205507109,0,24518562,False,,tertiary,40,3.451,45.4,کشاورز - حر ۱۹,,"LINESTRING (59.6710595 36.2571436, 59.6710869 36.2571654)",,,,
153,266628193,5703940093,0,24518562,False,,tertiary,40,21.383,214.3,کشاورز - حر ۱۹,,"LINESTRING (59.6710595 36.2571436, 59.670925 36.2569848)",,,,
154,266628193,2184576309,0,208136597,False,,residential,30,62.213,116.5,حر ۳۱,,"LINESTRING (59.6710595 36.2571436, 59.6713615 36.2570135, 59.6716804 36.2568944)",,,,
155,266628194,2205507214,0,24518562,False,,tertiary,40,47.12,36.7,کشاورز - حر ۱۹,,"LINESTRING (59.6716099 36.2575809, 59.6719239 36.2579207)",,,,
156,266628194,2205507138,0,24518562,False,,tertiary,40,47.292,225.4,کشاورز - حر ۱۹,,"LINESTRING (59.6716099 36.2575809, 59.6712342 36.2572824)",,,,
157,266628194,568334912,0,208136569,False,,residential,30,409.277,306.6,حر ۱۳/۳۶ + دهنوی ۲۷,,"LINESTRING (59.6716099 36.2575809, 59.667943 36.2597729)",,,,
158,266628195,266628196,0,24518562,False,,tertiary,40,46.725,37.5,کشاورز - حر ۱۹,,"LINESTRING (59.6722374 36.2582598, 59.6725546 36.2585932)",,,,
159,266628195,2205507214,0,24518562,False,,tertiary,40,47.031,216.7,کشاورز - حر ۱۹,,"LINESTRING (59.6722374 36.2582598, 59.6719239 36.2579207)",,,,
160,266628195,2184576456,0,208136551,False,,residential,30,416.573,305.9,حر ۱۳/۳۲ + دهنوی ۲۳,,"LINESTRING (59.6722374 36.2582598, 59.6711608 36.2588906, 59.6684737 36.2604563)",,,,
161,266628196,266628197,0,24518562,False,,tertiary,40,46.533,29.1,کشاورز - حر ۱۹,,"LINESTRING (59.6725546 36.2585932, 59.6728069 36.2589589)",,,,
162,266628196,266628195,0,24518562,False,,tertiary,40,46.725,217.5,کشاورز - حر ۱۹,,"LINESTRING (59.6725546 36.2585932, 59.6722374 36.2582598)",,,,
163,266628196,2184576470,0,208136582,False,,residential,30,420.874,305.9,حر ۱۳/۲۸ + دهنوی ۲۱,,"LINESTRING (59.6725546 36.2585932, 59.6721211 36.2588569, 59.6708727 36.2595824, 59.6687528 36.2608131)",,,,
164,266628197,266628198,0,24518562,False,,tertiary,40,78.63,31.2,کشاورز - حر ۱۹,,"LINESTRING (59.6728069 36.2589589, 59.6732607 36.259564)",,,,
165,266628197,266628196,0,24518562,False,,tertiary,40,46.533,209.1,کشاورز - حر ۱۹,,"LINESTRING (59.6728069 36.2589589, 59.6725546 36.2585932)",,,,
166,266628197,2184576479,0,208136578,False,,residential,30,382.406,305.6,حر ۱۳/۲۴ + دهنوی ۱۹,,"LINESTRING (59.6728069 36.2589589, 59.6713697 36.2597798, 59.6699627 36.2605625, 59.6696412 36.260751, 59.6693386 36.2609581)",,,,
167,266628198,4474764913,0,24518562,False,,tertiary,40,54.827,34.0,کشاورز - حر ۱۹,,"LINESTRING (59.6732607 36.259564, 59.6736024 36.2599729)",,,,
168,266628198,266628197,0,24518562,False,,tertiary,40,78.63,211.2,کشاورز - حر ۱۹,,"LINESTRING (59.6732607 36.259564, 59.6728069 36.2589589)",,,,
169,266628198,2184576507,0,"[599553431, 208136607]",False,,residential,30,431.923,303.7,"['حر ۱۳/۲۰', 'دهنوی ۱۷']",,"LINESTRING (59.6732607 36.259564, 59.6724865 36.259983, 59.6720584 36.2602377, 59.6716126 36.2604924, 59.6708775 36.2609209, 59.6699505 36.2614684, 59.6698413 36.2615279, 59.6697616 36.2614231, 59.6693864 36.2616461)",,,,
170,266628199,5703940086,0,24518562,False,,tertiary,40,28.086,35.1,کشاورز - حر ۱۹,,"LINESTRING (59.6736802 36.260066, 59.6738604 36.2602726)",,,,
171,266628199,4474764913,0,24518562,False,,tertiary,40,12.483,214.0,کشاورز - حر ۱۹,,"LINESTRING (59.6736802 36.260066, 59.6736024 36.2599729)",,,,
172,266628199,2184576427,0,208136465,False,,residential,30,45.895,132.1,,,"LINESTRING (59.6736802 36.260066, 59.6740599 36.2597892)",,,,
173,266628202,266628203,0,24518562,False,,tertiary,40,26.957,38.4,کشاورز - حر ۱۹,,"LINESTRING (59.6746531 36.261156, 59.67484 36.2613459)",,,,
174,266628202,4474764926,0,24518562,False,,tertiary,40,6.825,217.2,کشاورز - حر ۱۹,,"LINESTRING (59.6746531 36.261156, 59.6746071 36.2611071)",,,,
175,266628202,4136130042,0,208136456,False,,residential,30,48.351,136.5,دهنوی ۸ - سالاری,,"LINESTRING (59.6746531 36.261156, 59.674866 36.260975, 59.6750242 36.2608405)",,,,
176,266628203,266628202,0,24518562,False,,tertiary,40,26.957,218.4,کشاورز - حر ۱۹,,"LINESTRING (59.67484 36.2613459, 59.6746531 36.261156)",,,,
177,266628203,4136153543,0,599553424,False,,residential,,57.313,309.4,دهنوی ۳ + حر ۱۵/۶,,"LINESTRING (59.67484 36.2613459, 59.6743464 36.2616734)",,,,
178,266628203,266628206,0,24518562,False,,tertiary,40,60.969,46.0,کشاورز - حر ۱۹,,"LINESTRING (59.67484 36.2613459, 59.6750975 36.2615536, 59.6753292 36.2617266)",,,,
179,266628206,5702328589,0,24518562,False,,tertiary,40,16.049,36.3,کشاورز - حر ۱۹,,"LINESTRING (59.6753292 36.2617266, 59.6754352 36.2618429)",,,,
180,266628206,4136130044,0,412076287,False,,residential,30,46.793,132.6,دهنوی ۶,,"LINESTRING (59.6753292 36.2617266, 59.6757133 36.2614417)",,,,
181,266628206,266628203,0,24518562,False,,tertiary,40,60.969,226.0,کشاورز - حر ۱۹,,"LINESTRING (59.6753292 36.2617266, 59.6750975 36.2615536, 59.67484 36.2613459)",,,,
182,266628207,5702328587,0,24518562,False,,tertiary,40,26.253,37.1,کشاورز - حر ۱۹,,"LINESTRING (59.6756087 36.2620332, 59.6757855 36.2622214)",,,,
183,266628207,5702328589,0,24518562,False,,tertiary,40,26.263,216.3,کشاورز - حر ۱۹,,"LINESTRING (59.6756087 36.2620332, 59.6754352 36.2618429)",,,,
184,266628207,4136153551,0,208136555,False,,residential,30,69.91,303.4,دهنوی ۱,,"LINESTRING (59.6756087 36.2620332, 59.6749575 36.262379)",,,,
185,266628369,264624532,0,24518571,True,,tertiary,40,90.967,30.1,مهریز,,"LINESTRING (59.6671562 36.2652765, 59.6675981 36.2658668, 59.667664 36.2659839)",,,,
186,266628369,559522485,0,"[44825954, 599567156]",False,,residential,30,267.937,127.6,"['معقول ۳', 'مهریز ۴']",,"LINESTRING (59.6671562 36.2652765, 59.6679865 36.2649338, 59.6684929 36.2646915, 59.6689832 36.2642914, 59.6694915 36.2638258)",,,,
187,266628375,2184148243,0,44825895,False,,residential,30,8.644,323.4,,,"LINESTRING (59.6642656 36.2627553, 59.6642081 36.2628177)",,,,
188,266628375,5704010540,0,599567170,False,,residential,,39.605,148.3,مهریز ۲۶,,"LINESTRING (59.6642656 36.2627553, 59.6644974 36.2624521)",,,,
189,266628375,568334865,0,24518571,True,,tertiary,40,349.28200000000004,44.7,مهریز,,"LINESTRING (59.6642656 36.2627553, 59.6646179 36.2628964, 59.6648998 36.2630361, 59.6651524 36.2631832, 59.6655504 36.26344, 59.6658884 36.2636843, 59.6662531 36.2639533, 59.6664843 36.2642085, 59.6665486 36.2643132, 59.6666651 36.2645029, 59.6667696 36.2646729, 59.6667819 36.2646929, 59.6669381 36.264936)",,,,
190,266628466,2184148212,0,208096085,False,,tertiary_link,,11.671,328.0,,,"LINESTRING (59.6615728 36.2614271, 59.6615038 36.2615161)",,,,
191,266628466,2184148185,0,589635006,False,,residential,,124.084,155.2,معقول ۳۱ + مهریز ۳۴,,"LINESTRING (59.6615728 36.2614271, 59.6621533 36.2604141)",,,,
192,266628466,266628375,0,24518571,True,,tertiary,40,283.56,58.5,مهریز,,"LINESTRING (59.6615728 36.2614271, 59.6619091 36.2616201, 59.6625989 36.262016, 59.6630921 36.2622445, 59.6639734 36.2626098, 59.6642656 36.2627553)",,,,
193,266628513,266628516,0,"[24518601, 24518602, 24518579]",False,,unclassified,,60.749,262.6,,,"LINESTRING (59.6556963 36.2583969, 59.6555261 36.2584018, 59.6554181 36.2583429, 59.6550417 36.2583282)",,,yes,
194,266628513,266628628,0,24518582,False,,tertiary,40,33.838,63.8,حر ۹,,"LINESTRING (59.6556963 36.2583969, 59.655748 36.2584176, 59.656035 36.2585311)",,,,
195,266628513,864952032,0,72880284,False,,residential,30,102.634,127.9,معقول ۶۴ + حمام,,"LINESTRING (59.6556963 36.2583969, 59.6557429 36.2583187, 59.6558498 36.2582253, 59.6563598 36.2579015, 59.6565784 36.257843)",,,,
196,266628516,266628906,0,24518610,True,,unclassified,,349.005,326.9,بولوار پانیذ,,"LINESTRING (59.6550417 36.2583282, 59.6529135 36.2609562)",,,,
197,266628516,266628513,0,"[24518601, 24518602, 24518579]",False,,unclassified,,60.749,82.6,,,"LINESTRING (59.6550417 36.2583282, 59.6554181 36.2583429, 59.6555261 36.2584018, 59.6556963 36.2583969)",,,yes,
198,266628562,266628563,0,945352874,True,,tertiary,40,26.606,136.8,معقول ۴۳,,"LINESTRING (59.6584104 36.2601999, 59.6586137 36.2600256)",,,,
199,266628562,5630512637,0,589635025,True,,tertiary,,12.624,65.0,,,"LINESTRING (59.6584104 36.2601999, 59.6584579 36.2601971, 59.6584992 36.2602161, 59.6585285 36.2602443)",,,,roundabout
200,266628563,8751950721,0,208096128,False,,tertiary,40,19.678,128.0,معقول ۴۳,,"LINESTRING (59.6586137 36.2600256, 59.6587866 36.2599166)",,,,
201,266628563,5630512637,0,945352873,True,,tertiary,40,25.49,342.6,معقول ۴۳,,"LINESTRING (59.6586137 36.2600256, 59.6585285 36.2602443)",,,,
202,266628566,2184148155,0,44003760,False,,residential,30,11.714,58.3,شهید معقول - حر ۹,,"LINESTRING (59.6592097 36.2596743, 59.6593209 36.2597296)",,,,
203,266628566,8751950721,0,208096128,False,,tertiary,40,46.53,305.4,معقول ۴۳,,"LINESTRING (59.6592097 36.2596743, 59.6587866 36.2599166)",,,,
204,266628566,266628624,0,24518582,False,,tertiary,40,89.77,239.9,حر ۹,,"LINESTRING (59.6592097 36.2596743, 59.6588491 36.2595059, 59.6583433 36.2592697)",,,,
205,266628624,2184148130,0,24518582,False,,tertiary,40,122.79999999999998,253.6,حر ۹,,"LINESTRING (59.6583433 36.2592697, 59.6575577 36.2591381, 59.6573891 36.2590966, 59.6570369 36.2589598)",,,,
206,266628624,266628566,0,24518582,False,,tertiary,40,89.77,59.9,حر ۹,,"LINESTRING (59.6583433 36.2592697, 59.6588491 36.2595059, 59.6592097 36.2596743)",,,,
207,266628624,2184148112,0,208096133,False,,residential,30,106.893,219.7,معقول ۵۲,,"LINESTRING (59.6583433 36.2592697, 59.6582328 36.2591446, 59.6580237 36.2590242, 59.6578633 36.2589466, 59.65773 36.2588127, 59.6576057 36.2585534)",,,,
208,266628627,864952085,0,24518582,False,,tertiary,40,37.686,240.6,حر ۹,,"LINESTRING (59.6565423 36.2587537, 59.656176 36.2585875)",,,,
209,266628627,2184148130,0,24518582,False,,tertiary,40,49.919,62.7,حر ۹,,"LINESTRING (59.6565423 36.2587537, 59.6570369 36.2589598)",,,,
210,266628627,5703956189,0,599556820,False,,residential,,107.245,131.7,معقول ۵۸,,"LINESTRING (59.6565423 36.2587537, 59.6574359 36.2581126)",,,,
211,266628628,864952085,0,24518582,False,,tertiary,40,14.112,63.6,حر ۹,,"LINESTRING (59.656035 36.2585311, 59.656176 36.2585875)",,,,
212,266628628,864952032,0,72880262,False,,residential,30,90.71,147.5,معقول ۶۲,,"LINESTRING (59.656035 36.2585311, 59.6565784 36.257843)",,,,
213,266628628,266628513,0,24518582,False,,tertiary,40,33.838,243.8,حر ۹,,"LINESTRING (59.656035 36.2585311, 59.655748 36.2584176, 59.6556963 36.2583969)",,,,
214,266628905,266628516,0,24518610,True,,unclassified,,192.835,326.8,بولوار پانیذ,,"LINESTRING (59.6562203 36.2568776, 59.6555732 36.2576731, 59.6553456 36.2579529, 59.6550417 36.2583282)",,,,
215,266628906,266629013,0,24518610,True,,unclassified,,204.967,322.8,بولوار پانیذ,,"LINESTRING (59.6529135 36.2609562, 59.6518485 36.2622702, 59.6517464 36.2623426, 59.6515548 36.2623975)",,,,
216,266628906,5322771329,0,551149518,True,,unclassified,,16.333,236.6,,,"LINESTRING (59.6529135 36.2609562, 59.6528678 36.2609558, 59.6528257 36.2609418, 59.6527933 36.2609161, 59.6527751 36.2608825)",,,,
217,266629013,266629016,0,24518639,False,,unclassified,,206.09500000000003,233.5,,,"LINESTRING (59.6515548 36.2623975, 59.6513857 36.2624064, 59.651269 36.2623732, 59.6502122 36.2615609, 59.6497534 36.2613231)",,,,
218,266629013,266629090,0,968154709,True,,unclassified,,118.945,146.9,بولوار پانیذ,,"LINESTRING (59.6515548 36.2623975, 59.6517133 36.2621989, 59.6522789 36.2615012)",,,,
219,266629016,266629013,0,24518639,False,,unclassified,,206.095,53.5,,,"LINESTRING (59.6497534 36.2613231, 59.6502122 36.2615609, 59.651269 36.2623732, 59.6513857 36.2624064, 59.6515548 36.2623975)",,,,
220,266629016,266629200,0,968154711,True,2.0,secondary,50,496.348,38.4,,,"LINESTRING (59.6497534 36.2613231, 59.6507793 36.2621345, 59.6512524 36.2626574, 59.6516757 36.2631074, 59.6520049 36.2634542, 59.6529936 36.2646557, 59.6531803 36.2648083)",,,,
221,266629060,266629016,0,968154695,True,2.0,secondary,50,87.104,49.1,,,"LINESTRING (59.649019 36.2608103, 59.6497534 36.2613231)",,,,
222,266629060,1805973668,0,24518626,True,,residential,30,53.963,85.2,بسیج ۳۰,,"LINESTRING (59.649019 36.2608103, 59.6492346 36.2608427, 59.6493912 36.2608649, 59.649614 36.2608502)",,,,
223,266629086,559629326,0,44014823,False,,residential,30,60.831,208.5,,,"LINESTRING (59.6498814 36.2608085, 59.6495575 36.2603278)",,,,
224,266629086,266629087,0,943184651,False,,residential,30,76.025,102.7,بسیج ۳۰,,"LINESTRING (59.6498814 36.2608085, 59.6507085 36.2606579)",,,,
225,266629086,1805973668,0,943184651,False,,residential,30,24.419,280.9,بسیج ۳۰,,"LINESTRING (59.6498814 36.2608085, 59.649614 36.2608502)",,,,
226,266629087,266629086,0,943184651,False,,residential,30,76.025,282.7,بسیج ۳۰,,"LINESTRING (59.6507085 36.2606579, 59.6498814 36.2608085)",,,,
227,266629087,266629090,0,968154710,False,,residential,30,169.169,56.3,عمار یاسر,,"LINESTRING (59.6507085 36.2606579, 59.6522789 36.2615012)",,,,
228,266629087,559629321,0,44014818,False,,residential,30,204.578,238.6,عمار یاسر,,"LINESTRING (59.6507085 36.2606579, 59.6500219 36.2602733, 59.6496806 36.2599589, 59.6494305 36.2598079, 59.6488229 36.259731)",,,,
229,266629090,864952143,0,72880278,True,,unclassified,,32.954,147.6,بولوار پانیذ,,"LINESTRING (59.6522789 36.2615012, 59.6524757 36.2612509)",,,,
230,266629090,266629087,0,968154710,False,,residential,30,169.169,236.3,عمار یاسر,,"LINESTRING (59.6522789 36.2615012, 59.6507085 36.2606579)",,,,
231,266629200,559414636,0,24518657,False,2.0,unclassified,40,8.545,117.9,بسیج ۸,,"LINESTRING (59.6531803 36.2648083, 59.6532645 36.2647723)",,,,
232,266629200,260748708,0,968154711,True,2.0,secondary,50,83.79599999999999,36.4,,,"LINESTRING (59.6531803 36.2648083, 59.6535671 36.2651533, 59.65373 36.2654102)",,,,
233,266629246,266629247,0,24518657,False,2.0,unclassified,40,115.194,124.4,بسیج ۸,,"LINESTRING (59.6539714 36.2644132, 59.6550311 36.2638274)",,,,
234,266629246,559414636,0,24518657,False,2.0,unclassified,40,74.908,302.2,بسیج ۸,,"LINESTRING (59.6539714 36.2644132, 59.6532645 36.2647723)",,,,
235,266629246,559414637,0,43994435,False,,unclassified,,71.307,32.2,,,"LINESTRING (59.6539714 36.2644132, 59.6543957 36.2649556)",,,,
236,266629246,559414634,0,43994435,False,,unclassified,,114.761,214.9,,,"LINESTRING (59.6539714 36.2644132, 59.6532386 36.263567)",,,,
237,266629247,266629246,0,24518657,False,2.0,unclassified,40,115.194,304.4,بسیج ۸,,"LINESTRING (59.6550311 36.2638274, 59.6539714 36.2644132)",,,,
238,266629247,5311797319,0,43994433,False,,unclassified,,330.76,36.3,امراباد شرقی,,"LINESTRING (59.6550311 36.2638274, 59.6567088 36.2656584, 59.6572177 36.2662232)",,,,
239,266629247,559414630,0,43994433,False,,unclassified,,238.419,219.5,امراباد شرقی,,"LINESTRING (59.6550311 36.2638274, 59.6542328 36.26291, 59.6541783 36.2628638, 59.6537431 36.2624946, 59.6533448 36.2621789)",,,,
240,266629394,5424799305,0,24518672,True,,primary,60,229.694,317.9,بولوار مصلی,,"LINESTRING (59.6457754 36.2609231, 59.6455579 36.261067, 59.6451435 36.2614515, 59.6447622 36.2618038, 59.6442705 36.2622582, 59.6440595 36.2624532)",,,,
241,266629398,5424799319,0,26377854,False,,residential,30,22.843,34.0,مصلی ۲۸,,"LINESTRING (59.6420147 36.2643366, 59.6421572 36.2645069)",,,,
242,266629398,5424800047,0,381812659,True,,primary,60,198.785,319.2,بولوار مصلی,,"LINESTRING (59.6420147 36.2643366, 59.6405645 36.2656889)",,,,
243,266745170,750790970,0,60355100,False,,residential,30,63.984,213.9,مصلی ۳۵,,"LINESTRING (59.6419075 36.264229, 59.6418183 36.2641272, 59.641509 36.2637517)",,,,
